"","Gene 1","Gene 2","Gene 3","Gene 4","Gene 5","Gene 6","Gene 7","Gene 8","Gene 9","Gene 10","Gene 11","Gene 12","Gene 13","Gene 14","Gene 15","Gene 16","Gene 17","Gene 18","Gene 19","Gene 20","Gene 21","Gene 22","Gene 23","Gene 24","Gene 25","Gene 26","Gene 27","Gene 28","Gene 29","Gene 30","Gene 31","Gene 32","Gene 33","Gene 34","Gene 35","Gene 36","Gene 37","Gene 38","Gene 39","Gene 40","Gene 41","Gene 42","Gene 43","Gene 44","Gene 45","Gene 46","Gene 47","Gene 48","Gene 49","Gene 50","Gene 51","Gene 52","Gene 53","Gene 54","Gene 55","Gene 56","Gene 57","Gene 58","Gene 59","Gene 60","Gene 61","Gene 62","Gene 63","Gene 64","Gene 65","Gene 66","Gene 67","Gene 68","Gene 69","Gene 70","Gene 71","Gene 72","Gene 73","Gene 74","Gene 75","Gene 76","Gene 77","Gene 78","Gene 79","Gene 80","Gene 81","Gene 82","Gene 83","Gene 84","Gene 85","Gene 86","Gene 87","Gene 88","Gene 89","Gene 90","Gene 91","Gene 92","Gene 93","Gene 94","Gene 95","Gene 96","Gene 97","Gene 98","Gene 99","Gene 100"
"Cell 11",20,30,21,19,19,4,15,10,22,10,18,12,21,13,0,18,11,26,25,109,19,36,13,14,27,9,1,7,9,15,0,7,10,6,2,3,8,15,54,8,13,4,20,15,13,18,4,2,6,0,5,0,0,3,0,4,0,18,8,28,13,0,19,7,0,2,6,7,0,0,3,4,3,0,29,3,0,6,2,3,1,1,0,4,4,0,3,7,0,0,0,0,0,0,0,0,0,0,3,0
"Cell 12",30,34,35,22,42,11,20,9,34,22,13,16,18,7,2,17,18,21,29,44,28,41,12,13,18,6,0,10,18,9,0,14,5,16,2,6,9,22,41,10,20,9,13,6,16,5,3,3,11,0,2,0,0,9,0,0,0,18,10,30,5,0,8,12,0,0,3,3,0,0,5,5,2,0,22,3,0,10,0,5,1,0,12,12,0,0,6,14,0,4,1,0,0,0,0,0,0,4,0,0
"Cell 13",15,27,26,20,9,6,36,3,51,7,19,21,16,11,2,18,15,28,18,59,32,21,11,20,17,10,4,13,8,21,0,25,2,20,0,7,30,20,23,8,6,7,14,14,15,5,8,9,12,0,4,0,0,16,0,4,0,28,8,18,12,0,2,9,0,0,2,0,0,0,4,4,0,0,27,5,0,7,0,0,6,0,7,5,0,1,14,12,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 14",26,34,19,25,17,4,21,11,18,5,21,25,10,11,3,25,13,10,15,75,32,16,13,7,21,6,4,10,15,14,0,17,3,17,2,9,14,13,35,12,11,7,6,16,7,1,4,3,10,0,12,0,0,13,0,2,7,23,18,26,15,0,6,8,0,0,3,0,4,0,8,0,0,0,28,3,0,5,0,4,2,0,7,12,0,0,9,23,0,3,0,0,0,0,0,0,0,0,0,0
"Cell 15",15,28,46,17,15,28,18,6,35,10,22,4,17,12,0,19,16,13,17,68,25,36,14,25,23,5,0,16,4,10,0,11,6,23,5,6,11,15,34,9,15,7,10,21,8,11,3,5,8,0,12,0,0,3,0,5,1,19,8,19,13,0,5,6,0,3,3,7,2,0,9,7,1,0,17,5,2,6,0,6,0,1,6,7,1,0,16,14,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 16",23,44,25,21,8,24,23,22,45,12,13,14,21,8,0,4,25,27,12,64,27,34,7,12,18,6,8,1,16,14,0,26,4,22,4,9,8,39,45,3,9,5,13,5,10,13,4,1,8,2,3,0,0,23,0,4,0,23,10,41,20,0,7,17,0,0,0,1,4,0,6,2,0,0,28,2,0,5,0,4,0,0,1,11,0,0,2,5,0,0,0,0,0,0,0,1,0,0,0,0
"Cell 17",15,47,13,39,13,25,19,21,39,14,13,12,14,5,0,15,15,18,10,81,32,14,2,4,29,12,0,6,9,10,0,23,1,26,0,14,17,21,40,4,17,8,9,10,12,6,11,4,7,1,1,0,0,9,5,1,0,14,12,26,20,0,1,18,0,0,0,2,0,0,6,4,1,0,17,0,0,6,0,7,1,0,11,16,0,2,3,12,0,3,0,0,0,0,0,0,0,5,0,0
"Cell 18",35,42,23,12,26,11,33,34,24,13,35,25,5,26,5,16,12,12,20,69,23,11,10,23,14,28,6,3,16,14,0,17,6,22,0,12,17,33,55,3,8,11,10,5,7,4,6,3,15,0,11,0,0,6,3,0,4,14,10,17,29,0,3,10,0,0,4,0,5,0,14,0,3,0,27,5,0,0,0,2,2,0,9,13,0,0,7,16,0,3,0,0,0,0,0,0,0,2,0,0
"Cell 19",18,58,33,23,19,9,17,13,37,10,19,16,21,4,4,7,21,23,10,92,27,27,16,17,21,9,4,9,7,7,0,23,4,14,2,11,10,19,53,3,14,3,9,10,19,6,5,4,8,2,4,0,0,8,0,0,0,26,20,19,12,0,6,18,0,0,2,3,4,2,4,4,5,0,18,3,0,0,0,3,0,0,6,9,0,2,5,10,0,8,0,0,0,0,0,3,0,2,0,0
"Cell 20",40,20,29,13,30,10,34,19,31,25,30,26,15,11,4,12,30,18,33,70,26,16,6,7,14,14,13,4,28,13,0,13,5,16,0,11,14,26,47,5,4,10,5,14,4,2,0,18,6,0,12,0,1,13,0,4,4,13,16,22,15,4,4,12,1,2,6,0,17,0,6,0,6,0,10,7,0,3,0,0,0,0,2,9,0,0,5,14,0,10,1,0,0,0,0,0,0,0,0,0
"Cell 21",32,16,37,22,19,8,16,12,27,6,26,13,44,33,0,18,26,16,33,70,27,16,8,11,16,4,3,9,5,13,0,7,14,5,0,10,5,21,41,11,17,10,12,14,12,10,0,0,14,0,8,0,0,5,0,5,4,19,5,29,15,0,17,5,0,0,9,0,1,0,13,0,6,0,16,1,0,13,0,15,0,0,1,9,2,0,10,18,0,0,2,0,0,0,0,0,0,0,0,0
"Cell 22",17,35,20,34,20,16,29,26,44,7,16,13,26,12,0,5,2,24,8,71,18,23,12,13,10,9,7,5,13,8,0,16,1,10,3,4,10,15,40,5,18,2,25,4,15,18,5,7,9,6,4,0,0,9,0,7,0,14,4,44,15,0,10,16,0,5,0,0,3,2,6,6,6,0,8,0,0,6,0,4,0,0,2,10,0,5,2,10,0,9,0,0,0,2,0,0,0,0,6,0
"Cell 23",20,27,12,30,26,3,31,7,45,7,13,11,31,9,0,8,24,13,21,76,39,30,12,12,25,13,12,11,13,16,0,7,9,11,0,5,13,16,42,13,16,8,17,22,11,7,0,1,8,0,8,0,0,5,0,9,0,17,8,19,30,0,15,7,0,5,6,1,0,0,4,4,5,0,21,7,1,7,1,4,1,0,0,6,3,0,10,20,0,1,0,1,0,0,0,0,0,0,0,0
"Cell 24",15,34,18,21,20,4,25,9,25,7,28,14,14,15,0,23,21,13,17,71,29,11,6,12,15,6,2,14,10,6,0,10,5,8,0,8,4,16,37,12,13,7,7,14,11,11,0,4,14,0,4,0,0,6,0,1,9,27,14,29,29,0,18,5,0,0,7,0,0,0,1,4,2,0,16,3,0,6,0,10,0,0,2,11,0,0,9,16,0,6,1,0,0,0,0,0,0,0,0,0
"Cell 25",21,40,9,38,11,19,40,12,32,16,16,23,10,18,11,8,21,9,17,69,19,26,17,15,25,3,6,2,23,8,0,14,5,13,0,15,8,24,29,6,5,6,10,11,11,4,4,8,4,3,11,0,0,15,5,3,2,10,15,29,26,0,8,13,0,1,2,0,7,0,8,0,0,0,24,5,0,1,0,1,5,0,8,10,0,0,4,7,0,5,0,0,0,0,0,0,0,7,0,0
"Cell 26",24,23,22,38,17,10,24,11,37,3,18,17,21,13,6,12,7,16,14,75,52,21,1,23,29,17,4,5,22,2,0,4,4,16,0,18,4,29,37,10,8,14,9,4,6,4,0,2,6,0,3,0,0,9,7,2,4,18,14,33,13,0,4,12,0,0,2,0,0,0,7,5,0,0,25,0,0,2,0,3,0,0,3,14,0,0,6,8,0,5,2,0,0,0,0,0,0,3,0,0
"Cell 27",28,40,18,16,19,10,24,10,33,9,28,9,24,9,3,14,11,17,14,66,38,18,5,16,21,7,7,9,18,30,0,10,6,19,0,11,16,14,37,6,16,7,5,8,16,4,0,17,10,0,5,0,0,16,2,4,5,9,17,18,13,0,6,4,0,1,3,6,4,0,5,0,5,0,13,6,0,9,0,3,0,0,3,5,0,0,14,23,0,1,0,0,0,0,0,0,0,0,0,0
"Cell 28",16,26,23,18,13,23,24,3,28,15,22,9,27,4,0,10,12,12,13,55,27,18,3,3,27,14,0,19,15,4,0,7,5,27,3,1,5,27,53,10,9,13,21,16,13,11,0,0,5,0,0,0,0,5,0,0,1,35,6,27,24,0,5,7,0,0,7,5,0,0,5,11,0,0,14,5,0,11,0,1,0,0,2,9,0,1,14,17,1,0,1,0,0,0,0,0,0,0,0,0
"Cell 29",42,33,18,25,22,5,19,8,51,8,6,19,15,8,0,14,17,13,13,82,23,19,9,8,13,4,13,2,13,12,0,13,2,15,0,10,20,17,41,8,6,8,8,19,5,4,4,12,7,0,2,0,0,9,0,6,1,25,20,9,17,0,8,9,0,4,5,2,3,3,6,4,2,0,15,9,3,3,0,5,0,0,2,10,0,0,11,19,0,0,0,0,0,0,0,0,0,1,0,0
"Cell 30",20,24,13,31,13,22,18,10,41,10,15,5,31,8,0,17,13,19,17,72,26,37,14,18,36,16,0,10,18,15,2,12,5,21,1,11,6,14,29,8,15,7,9,9,18,11,5,3,9,0,5,0,0,15,0,3,2,7,17,16,9,0,6,16,0,2,4,3,2,0,7,4,2,0,10,2,0,8,0,2,0,0,8,8,0,0,13,27,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 31",21,33,14,39,19,10,21,5,29,10,25,18,24,10,1,17,34,15,12,75,42,35,16,10,29,13,2,8,16,19,0,8,9,12,0,7,3,23,50,6,6,9,17,7,17,8,0,1,15,0,15,0,0,7,4,9,0,8,15,44,26,0,10,6,0,3,2,6,0,0,6,0,0,2,36,7,0,4,0,8,3,0,2,7,0,0,5,8,0,1,0,0,0,0,0,0,0,10,0,0
"Cell 32",18,33,26,37,31,9,26,12,25,15,18,8,24,14,4,13,4,14,17,97,26,30,11,12,27,11,6,4,7,8,0,15,16,14,0,10,12,20,36,5,17,8,16,13,19,11,0,0,10,0,3,0,0,7,0,0,0,23,7,22,13,0,7,5,0,2,4,6,0,0,1,4,3,0,28,3,0,6,0,8,1,0,8,6,0,0,9,18,0,2,0,0,0,0,0,0,0,0,0,0
"Cell 33",43,34,30,26,16,11,28,9,62,11,26,26,8,13,3,18,17,15,30,82,33,24,5,17,25,11,3,7,20,8,0,22,8,22,1,12,22,32,33,3,5,12,7,9,3,4,6,4,10,0,4,0,2,12,0,0,4,12,15,25,13,0,3,7,0,0,0,0,2,0,5,4,0,0,24,2,0,2,0,0,7,0,5,13,0,5,5,12,0,4,0,0,0,0,0,0,0,0,0,0
"Cell 34",21,28,11,21,24,14,19,18,26,14,9,20,19,10,0,7,12,18,13,60,24,27,10,7,22,7,1,9,7,20,0,21,6,20,0,11,9,26,29,9,6,8,8,4,15,6,0,4,4,2,6,0,0,14,0,0,2,21,12,23,13,0,4,10,0,0,2,0,3,0,9,4,7,0,28,3,0,5,0,7,3,0,4,9,0,0,13,10,0,1,0,2,0,0,0,0,0,0,0,0
"Cell 35",22,71,25,20,13,5,29,17,37,19,26,23,29,6,0,14,7,29,5,89,40,19,17,9,12,6,6,5,24,7,0,13,2,23,0,10,13,29,43,5,12,5,15,7,20,9,2,7,8,0,9,0,0,13,0,2,0,6,8,23,13,0,9,12,0,0,3,0,11,0,6,0,4,0,18,6,0,3,0,2,0,0,2,4,0,0,7,10,0,3,0,0,0,0,0,0,0,0,0,0
"Cell 36",21,51,25,28,9,8,13,16,43,24,14,28,7,6,2,15,23,17,21,62,39,23,9,12,17,15,4,3,25,15,0,20,2,21,3,12,16,27,36,4,10,6,8,9,9,7,6,11,9,2,5,0,0,16,0,1,5,22,15,42,23,0,3,14,0,0,0,0,4,0,6,3,0,0,16,3,0,1,0,0,2,0,9,11,0,5,2,9,0,0,0,0,0,0,0,0,0,1,0,0
"Cell 37",23,19,27,23,15,5,36,12,34,7,20,18,22,13,1,12,7,22,19,71,51,20,7,12,19,5,3,9,14,14,0,13,9,30,0,8,11,21,32,16,10,9,7,4,14,10,3,15,11,0,9,0,0,10,7,1,3,10,10,22,24,0,4,6,0,0,1,3,3,0,5,2,0,0,15,2,0,4,0,8,3,0,11,8,0,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 38",26,26,13,13,13,15,26,7,26,10,22,11,19,2,0,16,12,24,8,112,22,24,2,13,22,12,0,11,4,4,0,6,4,21,3,11,7,18,33,8,8,14,4,17,17,4,0,3,8,0,9,0,0,15,1,5,0,10,6,15,26,0,11,14,0,0,4,5,8,0,11,8,2,0,5,0,1,9,0,1,0,0,6,18,0,2,9,17,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 39",12,30,30,36,9,7,27,7,32,4,23,11,33,0,0,5,25,25,11,94,17,38,6,2,14,16,4,11,16,3,0,14,4,12,3,3,13,19,53,5,14,3,21,17,17,16,2,2,5,0,9,0,0,5,0,9,0,10,9,33,15,0,8,9,4,5,0,4,2,3,2,5,0,0,13,4,0,19,1,1,0,0,0,3,0,2,10,5,0,0,0,0,0,3,0,0,1,0,0,0
"Cell 40",21,23,30,49,19,7,41,11,34,4,21,22,19,16,5,20,19,13,15,111,28,18,7,13,22,21,8,7,13,12,0,12,7,14,0,15,20,19,24,12,9,11,18,11,14,6,0,6,16,0,1,0,0,24,5,5,2,9,13,26,22,0,8,9,0,0,0,0,0,0,6,0,0,0,16,2,2,2,0,7,10,0,7,9,0,2,7,14,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 41",28,29,10,16,23,16,31,13,21,12,39,19,24,15,0,16,9,12,18,75,45,19,8,20,21,11,4,10,16,7,0,5,9,10,0,6,4,12,31,14,7,7,6,7,8,6,0,14,17,0,10,0,0,22,7,2,6,8,11,17,30,0,4,6,0,2,5,5,13,0,6,0,14,0,10,13,0,2,0,10,0,0,0,5,0,0,12,17,0,8,0,0,0,0,0,0,0,0,0,0
"Cell 42",26,31,10,36,17,22,27,18,38,5,23,15,12,11,1,18,22,16,12,64,34,29,10,15,21,9,5,2,18,4,0,13,6,27,4,5,13,20,26,13,14,7,5,11,4,2,2,5,8,3,3,0,0,15,0,3,5,19,16,47,11,0,7,25,0,0,3,1,0,0,8,1,0,0,11,2,0,2,0,3,0,0,10,17,0,0,7,15,0,10,0,0,0,0,0,1,0,0,0,0
"Cell 43",16,23,14,20,34,13,24,23,35,3,34,22,15,31,1,11,10,17,33,64,30,30,16,15,11,9,4,6,19,14,0,3,17,6,0,4,1,14,28,12,18,4,8,14,6,11,0,1,10,0,3,0,0,8,0,3,4,19,8,22,11,0,7,6,0,0,4,0,0,0,6,0,0,0,15,9,0,4,0,10,0,0,6,10,0,0,5,10,0,7,2,0,0,0,0,0,0,0,0,0
"Cell 44",23,29,33,24,17,15,19,18,26,8,35,24,29,15,0,20,12,19,24,63,19,39,18,25,15,4,5,7,13,8,0,11,9,13,0,7,6,21,32,9,12,2,17,18,9,9,0,0,15,0,4,0,0,8,0,6,2,13,21,16,15,0,9,5,0,10,2,3,9,0,3,0,8,0,29,14,0,14,0,8,0,0,0,3,0,0,9,12,0,2,0,0,0,0,0,0,1,0,2,0
"Cell 45",31,44,15,20,33,9,18,22,73,7,18,27,13,26,6,12,9,17,24,87,38,28,15,16,10,5,12,2,19,8,0,17,5,10,0,7,13,32,20,12,8,16,9,14,3,6,2,11,15,0,7,0,0,19,3,2,3,17,26,41,19,0,4,8,0,0,1,0,0,0,7,0,0,0,23,2,0,4,0,9,2,0,2,6,0,0,6,11,0,12,0,0,0,0,1,0,0,1,0,0
"Cell 46",24,34,43,24,26,18,14,10,36,12,15,21,19,12,0,19,12,19,12,62,31,22,12,10,13,6,1,5,19,4,0,9,7,9,0,16,5,28,34,7,19,8,9,6,5,8,0,7,11,3,5,0,0,18,2,5,2,12,24,30,13,0,11,13,0,0,2,7,1,0,6,1,3,0,18,3,0,3,0,4,0,0,0,7,0,0,5,8,0,3,0,0,0,0,0,0,0,0,0,0
"Cell 47",18,41,59,12,19,6,20,7,41,29,12,6,35,4,0,8,18,31,8,78,24,40,10,9,12,28,13,1,12,9,0,14,1,14,6,3,9,39,79,2,23,4,31,11,16,31,7,3,4,0,6,0,0,4,0,5,0,3,6,17,18,2,2,19,4,9,1,4,4,3,4,2,11,0,20,6,0,18,0,1,4,0,0,4,2,5,13,0,1,0,0,0,0,2,0,0,0,0,4,0
"Cell 48",17,29,23,14,20,11,20,11,39,9,12,8,25,9,0,12,9,16,18,103,16,33,2,18,21,7,7,8,17,7,0,21,8,8,0,3,5,13,24,14,12,8,11,19,16,12,3,3,4,0,7,0,0,13,0,13,5,18,15,13,11,0,14,12,0,1,5,1,3,0,2,1,4,0,16,9,0,6,0,8,0,0,3,7,1,0,16,9,0,2,0,0,0,1,0,0,0,0,0,0
"Cell 49",58,41,22,25,14,13,19,16,49,16,23,37,13,23,4,18,21,11,29,62,33,12,1,12,16,10,13,3,17,19,0,16,3,22,0,18,15,32,25,5,6,19,2,9,4,1,3,2,18,1,10,0,2,21,1,0,11,31,11,14,23,0,5,10,0,1,5,0,6,0,8,1,0,0,26,7,0,3,0,3,9,0,13,18,0,0,7,11,0,0,0,0,0,0,2,4,0,1,0,0
"Cell 50",25,26,32,21,27,9,25,12,41,5,16,15,20,6,0,4,6,12,17,65,34,13,5,7,19,19,6,6,12,4,0,16,6,23,1,9,14,25,35,7,14,13,16,14,4,5,0,7,5,0,14,0,0,5,1,3,0,11,16,24,7,0,1,7,0,0,2,0,2,0,2,5,1,0,15,13,0,9,0,1,0,0,5,11,0,2,10,5,0,4,0,0,0,0,0,0,0,2,0,2
"Cell 51",22,23,13,18,16,6,35,12,30,1,17,17,19,14,3,25,21,6,35,64,33,27,10,23,38,5,3,11,8,5,0,10,13,5,0,22,14,12,30,10,7,10,7,7,7,5,0,0,12,0,1,0,0,9,5,4,7,11,12,25,37,0,13,6,0,1,12,0,0,0,23,0,1,0,37,2,0,5,0,12,0,0,7,11,0,0,7,21,0,2,0,0,0,0,0,0,0,0,0,0
"Cell 52",23,24,15,33,24,6,33,15,53,12,16,29,13,13,2,2,27,13,20,55,43,25,10,7,8,0,16,5,26,6,0,16,6,25,0,7,13,18,48,9,8,5,17,9,19,5,1,14,6,0,0,0,0,8,0,1,4,31,11,34,15,0,2,6,0,0,0,5,1,0,10,2,0,2,19,4,0,2,0,6,6,0,4,8,0,0,8,10,0,7,0,0,0,0,0,0,0,4,0,0
"Cell 53",42,31,15,17,27,24,26,9,33,20,11,10,25,9,0,12,6,21,13,69,29,36,16,10,27,10,3,1,14,24,0,10,5,26,1,4,20,29,48,2,11,4,12,12,16,6,0,1,8,0,12,0,0,9,0,10,0,13,10,22,7,0,8,17,0,0,2,1,9,0,18,5,2,0,22,0,1,8,0,3,4,0,1,7,0,1,10,5,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 54",23,30,24,28,7,10,25,7,40,7,11,7,22,10,3,9,12,17,21,88,23,34,10,15,24,11,0,12,20,15,0,11,9,23,0,8,14,10,25,8,18,6,19,21,9,15,4,5,3,0,2,0,0,15,0,1,1,27,17,20,7,0,10,10,0,7,0,7,3,0,3,5,0,0,21,5,0,6,0,2,1,0,7,6,0,0,6,11,0,0,0,0,0,0,0,0,0,2,0,0
"Cell 55",26,27,24,20,10,10,21,12,20,8,26,19,16,12,1,18,17,9,23,104,42,12,3,11,24,19,3,7,11,5,0,8,6,21,0,15,9,15,20,11,8,12,8,14,8,2,0,17,14,0,10,0,0,11,0,0,6,17,13,27,14,0,3,8,0,0,3,3,0,0,2,1,1,0,13,7,0,2,0,0,5,0,5,18,0,1,6,17,0,3,0,0,0,0,0,0,0,0,0,0
"Cell 56",28,34,20,13,14,5,36,23,26,3,21,21,14,12,6,29,27,16,25,116,42,20,9,14,20,9,4,5,11,12,0,10,7,14,0,14,12,18,26,13,9,17,3,4,9,2,0,11,18,0,13,0,0,22,0,0,15,18,12,15,35,0,4,5,0,0,3,5,1,0,11,0,0,0,21,0,0,3,0,6,0,0,13,13,0,0,10,15,0,5,0,0,0,0,0,1,0,0,0,0
"Cell 57",31,28,22,8,20,9,23,16,24,9,54,17,14,24,7,18,14,6,31,64,39,21,7,26,36,16,8,8,21,12,0,8,15,18,0,7,8,23,39,13,7,14,7,14,18,3,1,4,13,0,8,0,0,12,0,0,8,16,13,21,20,0,6,3,0,1,6,0,7,0,12,0,0,0,17,7,0,3,0,2,3,0,4,12,0,0,7,21,0,12,0,0,0,0,0,0,0,0,0,0
"Cell 58",24,24,15,20,18,6,43,20,25,1,23,25,14,22,5,27,10,5,27,78,41,19,4,25,36,9,1,25,16,18,0,9,12,16,0,9,13,4,28,19,16,9,4,18,5,6,3,5,18,0,4,0,0,7,3,0,6,25,16,20,23,0,4,8,0,1,5,1,3,0,15,0,0,0,21,6,0,1,0,10,2,0,9,11,0,0,11,40,0,8,0,0,0,0,0,0,0,0,0,0
"Cell 59",25,31,25,19,20,14,28,5,40,9,14,9,9,7,0,4,11,27,11,65,24,34,12,7,23,11,5,12,23,7,0,14,4,15,0,7,5,20,36,12,21,2,20,17,14,12,0,8,6,0,13,0,0,6,2,10,0,8,13,37,16,0,8,11,1,0,0,2,0,1,3,3,2,0,9,17,0,5,0,5,0,0,8,5,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 60",35,16,25,27,37,11,24,11,42,6,24,8,24,6,0,10,17,22,10,75,15,30,6,10,19,7,2,11,14,10,0,12,12,17,0,4,6,16,35,12,12,10,20,10,8,16,0,2,2,0,5,0,0,3,0,7,0,13,7,8,14,0,11,14,0,2,5,0,2,0,4,8,2,0,31,4,0,7,0,4,4,2,3,7,1,0,14,11,0,0,0,0,0,0,0,0,2,0,0,0
"Cell 61",20,45,41,30,17,24,25,26,48,15,6,24,9,8,0,12,13,14,19,68,20,17,8,11,23,17,3,5,14,14,0,20,4,20,0,18,8,19,31,10,10,8,5,12,4,5,2,18,12,0,5,0,0,23,0,0,1,26,16,26,17,0,0,11,0,0,4,1,6,0,3,0,4,0,9,12,0,4,0,7,2,0,9,12,0,1,6,19,0,8,0,0,0,0,0,1,0,0,0,0
